length	mean	std
1	-357.80948813581233	79.87004480477609
2	-174.69241770439592	27.998944761930524
3	-100.32315364213892	17.45553055886422
4	-59.333324570962375	13.245877915654187
5	-33.34431243186176	11.089410093859104
6	-15.388236048539586	9.780906358273548
7	-2.236834135299107	8.888507149711682
8	7.811789647505697	8.228851418160785
9	15.740288053403892	7.713106401221248
10	22.15808402451522	7.146725650860384
11	27.453119035280857	6.986821144154348
12	32.14908452411275	6.683304463621996
13	35.60646765423992	6.4548767429157206
14	39.047409929759645	6.257369090428477
15	41.878171293717934	5.872831715825651
16	44.320683311867235	5.765471757139311
17	46.38489515322403	5.728060514098099
18	48.63212758402756	5.518440978985334
19	50.219719838828816	5.441990200607753
20	51.87564012558657	5.118956322637863
21	53.352797071443874	4.939023707379097
22	54.63540793846755	4.6929873587158575
23	55.76469114810943	4.797103281012469
24	56.75274768232722	4.625094600162858
25	58.088650600188224	4.628202737328671
26	58.78667907090987	4.557535894270232
27	59.8819983267809	4.441469964171859
28	60.750733484536575	4.372535145473575
29	61.30527106424413	4.432234451296408
30	62.03849459152384	4.17919733083494
31	62.69074375373841	3.993706359180755
32	63.36480723239316	4.141669571087597
33	63.90960876308351	3.9930837074611674
34	64.38388098541303	3.9565061144614404
35	65.13368539702051	3.9224389249315794
36	65.47744982601111	3.778656651411877
37	65.97895907807853	3.795699549205131
38	66.4250749250906	3.7304394231108384
39	66.89562814961813	3.725152060471243
40	67.35165153594474	3.631494163657557
41	67.58476759337648	3.6053113436877733
42	67.89791283033296	3.611519153015933
43	68.2675070818715	3.505042267221602
44	68.65902332560503	3.5944265752209987
45	69.08780842061957	3.551599369464486
46	69.20302787174602	3.441332166834326
47	69.70173718736751	3.385722901721616
48	69.73896809112578	3.3803540610358866
49	70.1007608476251	3.43773228978726
50	70.35833150443524	3.2015815826024197
51	70.62794244467011	3.234270935279766
52	70.86385732289783	3.2127683804414615
53	71.05542111148542	3.27845036766909
54	71.25440065164382	3.11357070413005
55	71.56142149577148	3.188417885303983
56	71.66341193004945	3.098853178089084
57	71.9546060380717	3.0934790514197705
58	72.05225074434009	3.015636887833012
59	72.18178715551196	3.0544482933347137
60	72.41889684440142	3.0415707791075337
61	72.61326987597778	2.9624684572665454
62	72.74950594923273	3.0236218597838023
63	72.88035013947669	2.914684909924374
64	73.14075958650054	2.8568426617411453
65	73.20749953079147	2.848270036411006
66	73.39575417991483	2.8266754130177367
67	73.54614323256371	2.8704058650838875
68	73.70961978138291	2.817146170559155
69	73.74960940383001	2.81054548318972
70	73.94271147992731	2.7748761978779215
71	74.05408245267078	2.7508049481176253
72	74.20515722113196	2.755152581450342
73	74.47419740399094	2.7249549212850215
74	74.4814725153578	2.737477332313174
75	74.61642078109539	2.6924696652670317
76	74.58744061968078	2.6347363291520938
77	74.83890261722749	2.6490442850927924
78	74.91721867601964	2.658542644732878
79	74.97112772809078	2.610403408324563
80	75.1402562254461	2.6437960307068464
81	75.14196056162525	2.581839105978729
82	75.30127898626803	2.5730082788690853
83	75.46741902739846	2.568318621859879
84	75.40007652840978	2.5179633702376454
85	75.53332326080769	2.599824920480214
86	75.66478939471126	2.4807466218765755
87	75.68259167457877	2.4979478718497785
88	75.76068037515753	2.521915177780806
89	75.82410217426073	2.508511129306658
90	75.99583773118367	2.4920114391985777
91	76.01865164234034	2.4831987287347768
92	76.14002035022085	2.358988114519408
93	76.16252884791746	2.376339409311711
94	76.26960202983865	2.428941630922654
95	76.33446369894203	2.4669410490369508
96	76.44190884986124	2.43236608776524
97	76.43567763078639	2.3782569970027616
98	76.45008043909036	2.404591698198673
99	76.5335397591642	2.357324004930639
100	76.59895900063985	2.3548079898796845
101	76.69597521736718	2.279024701107773
102	76.83020848991399	2.370334895958719
103	76.84049724257368	2.341342327853592
104	76.93524680063464	2.3331811280694628
105	76.9300861788651	2.225474597197126
106	76.94817043194661	2.2899332634384515
107	77.00137440429677	2.3030220437023865
108	77.07886463412277	2.2687602030004657
109	77.20912120347943	2.3162142496997626
110	77.20995593569133	2.2140093534394585
111	77.18513400263954	2.2974509575578033
112	77.37926391464194	2.2632241905666173
113	77.4324392662105	2.165961752283184
114	77.48515478988264	2.177899509543965
115	77.44583430000087	2.183066436695796
116	77.56587425156475	2.201447540324065
117	77.55009967132087	2.17858969558659
118	77.57316298572776	2.104427548249034
119	77.61016109036817	2.124844342737495
120	77.70337357354408	2.1254912629240947
121	77.83806423608365	2.0909176432658274
122	77.8661757992034	2.0935824289455676
123	77.78355508279311	2.1290343573056836
124	77.86564235652979	2.1301779364479203
125	77.92266909034144	2.0589176950646895
126	77.95543145089506	2.117446511629138
127	77.98370893548163	2.05584920184327
128	78.03748570821448	2.1571672530676054
129	78.1107552575841	2.035133762173776
130	78.18758820908202	2.0603295958752224
131	78.1207392268958	2.061861570155339
132	78.15019851637092	2.0599635331787347
133	78.12346505886613	2.037533299478651
134	78.27975628016053	2.0097419905173313
135	78.2815423978687	1.9896523695371093
136	78.38188281758877	2.027739567942349
137	78.37596624210725	2.002434582383669
138	78.45788069857358	2.008832980936977
139	78.41339699525138	2.0125174404932027
140	78.471610641909	1.9930591372305326
141	78.5334481994974	1.9526309163789282
142	78.55539392211362	1.9541228968968483
143	78.53517646188415	1.8968059859780206
144	78.62730357228507	1.9698494508651314
145	78.60087620687808	1.9206537325225268
146	78.65653623785316	1.972372541504262
147	78.71296127131134	1.9195514828381726
148	78.72908146327609	1.9158196533663474
149	78.72326736424309	1.8750654459079512
