,length_ext,target,value,VF_mean_ext,VF_std_ext
290,50,LMNB1,"[-27.800670035362245, 5.365546844334686]",-27.800670035362245,5.365546844334686
291,51,LMNB1,"[-27.95479998588562, 5.393412359966842]",-27.95479998588562,5.393412359966842
292,52,LMNB1,"[-28.440769993782045, 5.516732424769827]",-28.440769993782045,5.516732424769827
293,53,LMNB1,"[-28.513769988059998, 5.352573521160246]",-28.513769988059998,5.352573521160246
294,54,LMNB1,"[-29.38419998073578, 5.855519590487025]",-29.38419998073578,5.855519590487025
295,55,LMNB1,"[-28.981840023994447, 5.508585654679376]",-28.981840023994447,5.508585654679376
296,56,LMNB1,"[-29.707579998016357, 5.762186735827052]",-29.707579998016357,5.762186735827052
297,57,LMNB1,"[-30.02436000919342, 5.831754365578197]",-30.02436000919342,5.831754365578197
298,59,LMNB1,"[-30.574659964561462, 5.931924471472563]",-30.574659964561462,5.931924471472563
299,60,LMNB1,"[-30.884729982376097, 5.896119825352447]",-30.884729982376097,5.896119825352447
300,61,LMNB1,"[-30.872739974975588, 5.852948691695871]",-30.872739974975588,5.852948691695871
301,62,LMNB1,"[-31.54146001148224, 5.863123232684994]",-31.54146001148224,5.863123232684994
302,64,LMNB1,"[-31.885179998397827, 5.939587667810047]",-31.885179998397827,5.939587667810047
303,65,LMNB1,"[-32.333389989852904, 6.046754998127932]",-32.333389989852904,6.046754998127932
304,66,LMNB1,"[-32.909470001220704, 5.965369823674322]",-32.909470001220704,5.965369823674322
305,67,LMNB1,"[-33.269769998550416, 5.9231435565766954]",-33.269769998550416,5.9231435565766954
306,68,LMNB1,"[-33.39510000228882, 5.891121473677168]",-33.39510000228882,5.891121473677168
307,69,LMNB1,"[-33.8058999786377, 6.115463415394726]",-33.8058999786377,6.115463415394726
308,71,LMNB1,"[-33.90672002601624, 6.036847946260035]",-33.90672002601624,6.036847946260035
309,72,LMNB1,"[-34.11326990890503, 6.112944515176536]",-34.11326990890503,6.112944515176536
310,73,LMNB1,"[-34.498759973526, 5.968247288181545]",-34.498759973526,5.968247288181545
311,74,LMNB1,"[-35.1142800579071, 6.310095082715834]",-35.1142800579071,6.310095082715834
312,75,LMNB1,"[-35.59198992443085, 6.142287073956687]",-35.59198992443085,6.142287073956687
313,77,LMNB1,"[-35.91563001060486, 6.482915287606234]",-35.91563001060486,6.482915287606234
314,79,LMNB1,"[-36.57963003921509, 6.319631082527219]",-36.57963003921509,6.319631082527219
315,80,LMNB1,"[-36.88259993934631, 6.423175016915977]",-36.88259993934631,6.423175016915977
316,81,LMNB1,"[-36.93250996208191, 6.340571700405044]",-36.93250996208191,6.340571700405044
317,83,LMNB1,"[-37.97936002540588, 6.6509543961850905]",-37.97936002540588,6.6509543961850905
318,86,LMNB1,"[-38.7473899936676, 6.539519986792857]",-38.7473899936676,6.539519986792857
319,89,LMNB1,"[-39.62271998405456, 6.723751260347848]",-39.62271998405456,6.723751260347848
320,92,LMNB1,"[-40.451159948349, 6.723721760566083]",-40.451159948349,6.723721760566083
321,93,LMNB1,"[-40.63905000305176, 6.608805584653685]",-40.63905000305176,6.608805584653685
322,94,LMNB1,"[-40.76033995819092, 6.80705802774879]",-40.76033995819092,6.80705802774879
323,95,LMNB1,"[-41.179770023345945, 6.9909366814719]",-41.179770023345945,6.9909366814719
324,96,LMNB1,"[-41.999200002670285, 6.721240923074401]",-41.999200002670285,6.721240923074401
325,97,LMNB1,"[-41.93913001251221, 6.657184741511885]",-41.93913001251221,6.657184741511885
326,98,LMNB1,"[-42.15311000442505, 6.851934042613173]",-42.15311000442505,6.851934042613173
327,99,LMNB1,"[-42.964470001220704, 6.966691676242752]",-42.964470001220704,6.966691676242752
328,101,LMNB1,"[-43.13641004753113, 6.7711992178731935]",-43.13641004753113,6.7711992178731935
329,104,LMNB1,"[-43.974109998703, 7.043021331169314]",-43.974109998703,7.043021331169314
330,107,LMNB1,"[-45.07004006385803, 7.012521793348296]",-45.07004006385803,7.012521793348296
331,108,LMNB1,"[-45.288570001602174, 6.880529937352909]",-45.288570001602174,6.880529937352909
332,110,LMNB1,"[-46.085059940338134, 7.259990631177883]",-46.085059940338134,7.259990631177883
333,113,LMNB1,"[-46.75931000709534, 7.077693902708613]",-46.75931000709534,7.077693902708613
334,116,LMNB1,"[-48.27758006477356, 7.383758787299675]",-48.27758006477356,7.383758787299675
335,117,LMNB1,"[-47.923580057144164, 7.527553981653252]",-47.923580057144164,7.527553981653252
336,48,RNF1,"[-20.38996000957489, 3.996874184532932]",-20.38996000957489,3.996874184532932
337,49,RNF1,"[-20.256379979133605, 3.940399181650345]",-20.256379979133605,3.940399181650345
338,50,RNF1,"[-20.634499990463258, 4.007864710463489]",-20.634499990463258,4.007864710463489
339,51,RNF1,"[-20.902640009880066, 3.997216733376846]",-20.902640009880066,3.997216733376846
340,52,RNF1,"[-21.269299996376038, 4.060227481108155]",-21.269299996376038,4.060227481108155
341,53,RNF1,"[-21.583500023841857, 4.177790998034935]",-21.583500023841857,4.177790998034935
342,54,RNF1,"[-22.0717000207901, 4.2437188127140315]",-22.0717000207901,4.2437188127140315
343,55,RNF1,"[-22.111839993476867, 4.155422181567806]",-22.111839993476867,4.155422181567806
344,56,RNF1,"[-22.46120000076294, 4.159273315911987]",-22.46120000076294,4.159273315911987
345,57,RNF1,"[-22.696569989204406, 4.270464289001107]",-22.696569989204406,4.270464289001107
346,59,RNF1,"[-23.21559996509552, 4.287670319990247]",-23.21559996509552,4.287670319990247
347,60,RNF1,"[-23.52058998966217, 4.485511246299721]",-23.52058998966217,4.485511246299721
348,61,RNF1,"[-23.651939982414245, 4.410412460544485]",-23.651939982414245,4.410412460544485
349,62,RNF1,"[-24.140410004615784, 4.4144305614111925]",-24.140410004615784,4.4144305614111925
350,64,RNF1,"[-24.727180006027222, 4.5460978800290635]",-24.727180006027222,4.5460978800290635
351,65,RNF1,"[-24.9534100151062, 4.672933067621386]",-24.9534100151062,4.672933067621386
352,66,RNF1,"[-25.498399978637696, 4.735341286188942]",-25.498399978637696,4.735341286188942
353,67,RNF1,"[-25.876400012016298, 4.563864940121223]",-25.876400012016298,4.563864940121223
354,68,RNF1,"[-25.955599990844725, 4.5539003978759895]",-25.955599990844725,4.5539003978759895
355,69,RNF1,"[-26.44359998989105, 4.882265775299231]",-26.44359998989105,4.882265775299231
356,71,RNF1,"[-26.67382002258301, 4.666921793335815]",-26.67382002258301,4.666921793335815
357,72,RNF1,"[-26.77109999847412, 4.81708363663451]",-26.77109999847412,4.81708363663451
358,73,RNF1,"[-27.28950000667572, 4.689837919375254]",-27.28950000667572,4.689837919375254
359,74,RNF1,"[-27.673000000953675, 4.895490865711]",-27.673000000953675,4.895490865711
360,75,RNF1,"[-27.90778997039795, 4.798153278860062]",-27.90778997039795,4.798153278860062
361,77,RNF1,"[-28.577969984054565, 5.015671167802797]",-28.577969984054565,5.015671167802797
362,79,RNF1,"[-29.388050004959105, 5.074568920706239]",-29.388050004959105,5.074568920706239
363,80,RNF1,"[-29.371289995193482, 5.03499631393251]",-29.371289995193482,5.03499631393251
364,81,RNF1,"[-29.5929000082016, 5.104556741640173]",-29.5929000082016,5.104556741640173
365,83,RNF1,"[-30.624699957847596, 5.321583618992642]",-30.624699957847596,5.321583618992642
366,86,RNF1,"[-31.006089986801147, 5.1822302718730455]",-31.006089986801147,5.1822302718730455
367,89,RNF1,"[-32.10012996673584, 5.323641073814011]",-32.10012996673584,5.323641073814011
368,92,RNF1,"[-33.199599964141846, 5.327783758399611]",-33.199599964141846,5.327783758399611
369,93,RNF1,"[-33.004169967651364, 5.286582368324127]",-33.004169967651364,5.286582368324127
370,94,RNF1,"[-33.40614996051789, 5.454048532279431]",-33.40614996051789,5.454048532279431
371,95,RNF1,"[-33.60674001121521, 5.6156486753541355]",-33.60674001121521,5.6156486753541355
372,96,RNF1,"[-34.566699977874755, 5.381631824239405]",-34.566699977874755,5.381631824239405
373,97,RNF1,"[-34.43717994689941, 5.497318844855452]",-34.43717994689941,5.497318844855452
374,98,RNF1,"[-34.65603999710083, 5.621825785526032]",-34.65603999710083,5.621825785526032
375,99,RNF1,"[-35.48719997596741, 5.5996854073190665]",-35.48719997596741,5.5996854073190665
376,101,RNF1,"[-35.57646999931335, 5.485629176634502]",-35.57646999931335,5.485629176634502
377,104,RNF1,"[-36.431299991607666, 5.666828988447749]",-36.431299991607666,5.666828988447749
378,107,RNF1,"[-37.57867001914978, 5.7813242208421585]",-37.57867001914978,5.7813242208421585
379,108,RNF1,"[-37.662569995880126, 5.50675732903158]",-37.662569995880126,5.50675732903158
380,110,RNF1,"[-38.46769999694824, 6.144087101373211]",-38.46769999694824,6.144087101373211
381,113,RNF1,"[-39.16829999160767, 5.79810704779277]",-39.16829999160767,5.79810704779277
382,116,RNF1,"[-40.46300003814697, 6.034925972391844]",-40.46300003814697,6.034925972391844
383,117,RNF1,"[-40.266310022354126, 6.324164261706299]",-40.266310022354126,6.324164261706299
384,48,TP53,"[-25.631800014495848, 4.25553153967724]",-25.631800014495848,4.25553153967724
385,49,TP53,"[-25.707490018844606, 4.348363036992156]",-25.707490018844606,4.348363036992156
386,50,TP53,"[-26.2104000043869, 4.320390267148898]",-26.2104000043869,4.320390267148898
387,51,TP53,"[-26.161799973487852, 4.361612149500838]",-26.161799973487852,4.361612149500838
388,52,TP53,"[-26.726499992370606, 4.402334391965995]",-26.726499992370606,4.402334391965995
389,53,TP53,"[-26.914539991378785, 4.241990591308068]",-26.914539991378785,4.241990591308068
390,54,TP53,"[-27.573870007514955, 4.504939091158609]",-27.573870007514955,4.504939091158609
391,55,TP53,"[-27.563699997901917, 4.5214347431691575]",-27.563699997901917,4.5214347431691575
392,56,TP53,"[-27.933699988365174, 4.5175053131023]",-27.933699988365174,4.5175053131023
393,57,TP53,"[-28.07799998855591, 4.614617682499497]",-28.07799998855591,4.614617682499497
394,59,TP53,"[-28.593199984550477, 4.722462656408207]",-28.593199984550477,4.722462656408207
395,60,TP53,"[-28.9573699760437, 4.709863637560211]",-28.9573699760437,4.709863637560211
396,61,TP53,"[-29.203529983520507, 4.711821142596134]",-29.203529983520507,4.711821142596134
397,62,TP53,"[-29.550089996337892, 4.52773786549461]",-29.550089996337892,4.52773786549461
398,64,TP53,"[-30.024299961090087, 4.822824831302615]",-30.024299961090087,4.822824831302615
399,65,TP53,"[-30.48020000743866, 5.0488660469077296]",-30.48020000743866,5.0488660469077296
400,66,TP53,"[-31.00560004425049, 4.986442513688062]",-31.00560004425049,4.986442513688062
401,67,TP53,"[-31.11690002346039, 4.739468829224391]",-31.11690002346039,4.739468829224391
402,68,TP53,"[-31.470649980545044, 4.773068490090071]",-31.470649980545044,4.773068490090071
403,69,TP53,"[-31.936770029067993, 5.166631521095632]",-31.936770029067993,5.166631521095632
404,71,TP53,"[-32.16903997612, 4.955516817470945]",-32.16903997612,4.955516817470945
405,72,TP53,"[-32.33276996994019, 5.047977346021671]",-32.33276996994019,5.047977346021671
406,73,TP53,"[-32.637899967193604, 5.061408217643962]",-32.637899967193604,5.061408217643962
407,74,TP53,"[-33.229499992370606, 5.247845224853868]",-33.229499992370606,5.247845224853868
408,75,TP53,"[-33.5405400390625, 5.092069159715156]",-33.5405400390625,5.092069159715156
409,77,TP53,"[-34.05309997177124, 5.1970039981881175]",-34.05309997177124,5.1970039981881175
410,79,TP53,"[-34.77053999519348, 5.330982997799201]",-34.77053999519348,5.330982997799201
411,80,TP53,"[-34.91396998977661, 5.441053803854465]",-34.91396998977661,5.441053803854465
412,81,TP53,"[-35.03986995887756, 5.408302391325588]",-35.03986995887756,5.408302391325588
413,83,TP53,"[-36.1553800239563, 5.561338894906279]",-36.1553800239563,5.561338894906279
414,86,TP53,"[-36.784009977340695, 5.479990918215924]",-36.784009977340695,5.479990918215924
415,89,TP53,"[-37.75310000228882, 5.588712755875695]",-37.75310000228882,5.588712755875695
416,92,TP53,"[-38.58504004096985, 5.673001331258515]",-38.58504004096985,5.673001331258515
417,93,TP53,"[-38.98550002288818, 5.636337452439351]",-38.98550002288818,5.636337452439351
418,94,TP53,"[-38.9430399723053, 5.537966118090017]",-38.9430399723053,5.537966118090017
419,95,TP53,"[-39.27462994384766, 5.809388899225748]",-39.27462994384766,5.809388899225748
420,96,TP53,"[-39.79657998275757, 5.67411567719415]",-39.79657998275757,5.67411567719415
421,97,TP53,"[-39.83483998680115, 5.684771909447949]",-39.83483998680115,5.684771909447949
422,98,TP53,"[-40.07913997840881, 5.8468569498005385]",-40.07913997840881,5.8468569498005385
423,99,TP53,"[-40.964800035476685, 5.822334650286541]",-40.964800035476685,5.822334650286541
424,101,TP53,"[-41.13729999732971, 6.006517973348996]",-41.13729999732971,6.006517973348996
425,104,TP53,"[-42.03349998474121, 6.0047504458204894]",-42.03349998474121,6.0047504458204894
426,107,TP53,"[-42.898899993896485, 5.92425266559869]",-42.898899993896485,5.92425266559869
427,108,TP53,"[-43.41850995445252, 5.8570412945007355]",-43.41850995445252,5.8570412945007355
428,110,TP53,"[-44.07829999542236, 6.286884798500037]",-44.07829999542236,6.286884798500037
429,113,TP53,"[-44.78821002578735, 6.136387267383045]",-44.78821002578735,6.136387267383045
430,116,TP53,"[-46.22874000930786, 6.297867390049134]",-46.22874000930786,6.297867390049134
431,117,TP53,"[-46.06070002174378, 6.594009818059008]",-46.06070002174378,6.594009818059008
