N1_C,loop1_intact,loop2_intact,N2_C,NN_C,N4_C,N3_C,Tm_insert_z,percC,Crun_maxlen,Crun,percGC,N2_G,N3_G,N4_G,NN_G,pos1compl,percG,N1_G,Grun,Grun_maxlen,align_InsSpc,maxmicrohom_InsHA,Tm_insert,length,longer40,VF_insert_z,VF_RTT,VF_insert,VF_RTT_z,smaller13,smaller7,smaller4,N4_T,nick2match,Trun_maxlen,percT,Trun,NN_T,N1_T,N2_T,N3_T,Arun,N1_A,N2_A,Arun_maxlen,mmr,N3_A,nick3match,pairedbases,N4_A,NN_A,percA
1.0,0.046330685847016925,-0.009160854787733534,0.10916143339846643,0.009161849187581662,0.07172275760748924,-0.031059218179981023,0.16833597991380359,0.36468777540835906,0.12856320327007786,0.06081992908730896,0.2280230294496374,0.00599163715644924,0.06537832954086523,-0.055219729829627195,-0.017845313038130958,0.17096622404595832,-0.11701886319614746,-0.34460526483197756,-0.028302310874106503,-0.0338362202694288,-0.02534137616144752,0.016190979718103335,0.024970800741316204,-0.025802928996226528,-0.043939021348103305,-0.015795683502476583,0.01169894558991818,0.017259643649637908,-0.015611953626474802,-0.020537438146428947,0.009568997431855793,0.012812184664309945,0.010651364568783676,-0.0025919298912687443,-0.0442578997177574,-0.11327470563325776,-0.01180101001822423,0.03395540847864605,-0.32191551481839237,-0.006221176228962238,-0.04160341660041666,-0.027250841568810334,-0.33422198253103147,-0.0995631028351846,-0.06939847371560955,0.0030200797213988492,0.007227637704244506,0.006442452345843096,0.11235767862275711,-0.02840859183712007,-0.025238817239899222,-0.1493663874027639
0.046330685847016925,1.0,0.6636654760630118,0.06923262712273638,0.0988372578803648,0.1125929061632861,0.07185287343869934,0.15376056437817542,0.2719171967504177,0.1592328087549548,0.06410385130912694,0.14834573334995174,-0.004545255505390419,-0.0059521775207911016,-0.01404910351183217,-0.05745103229137089,0.004204713417131025,-0.11153162935271047,-0.03332486264095112,0.04170072161393251,0.017970803768277678,-0.04332782489044753,-0.029842252587645703,-0.0523034369950734,-0.04534523127598604,-0.027074011914099243,-0.08457426411113642,-0.03932538152620706,-0.04006726867168275,-0.11060270804336537,0.02030094901443948,0.07279717406441862,0.06791407802743672,0.02684823822432076,-0.009640980528251297,-0.008362969284510215,0.060914642791030996,-0.034664993291215876,0.02425367317915219,-0.005350870265090494,-0.021584845968124072,-0.008704184137283093,-0.1267639238931822,-0.007246450490909989,-0.040160000693808075,-0.18366485638803817,-0.00011765459994493662,-0.06973117385919808,-0.06719709291860491,-0.013809251763858043,-0.14411918036836166,-0.06796444748410765,-0.22708133748160905
-0.009160854787733534,0.6636654760630118,1.0,0.021465285436649217,0.1013571779472242,0.05616937117521882,0.029262884191538226,0.11008387478506207,0.1779891648196249,0.07210217952930062,0.028528459733048732,0.11950394602388102,0.028455417718225583,0.010222779578896916,-0.02284647912504048,-0.04498174885093136,-0.002283477892247067,-0.04790807400350738,-0.0014216121828250921,0.05534380995213149,0.025337383874179435,-0.13124488926359418,-0.07736247539382317,-0.11930515994176294,-0.13246158897293778,-0.07018182850302428,-0.11160190250887904,-0.002221619189760753,-0.01603438200184392,-0.1317921523993206,0.09401512538133153,0.10867032231723767,0.08635751882748403,0.017046975212435433,0.009919197441710765,-0.034611256591540185,0.06536422706679838,-0.022090798955494772,0.020710256906920934,0.024654637307582838,-0.0109539323237972,0.00742611069542364,-0.1313114648323911,-0.013583054620248395,-0.03724599958128507,-0.22157769623311932,-0.0009647905300757298,-0.059282053921755326,-0.056245325457782304,-0.023653230463483405,-0.0776994275715164,-0.08049423680960396,-0.19865537613592155
0.10916143339846643,0.06923262712273638,0.021465285436649217,1.0,0.0016274743031730757,0.010806794191875167,0.005200073454393386,0.16524672630082024,0.3265867223409419,0.15280266869949977,0.018641459205888677,0.17954536621756056,-0.30051136399240763,-0.13675865414601354,-0.003093580716671382,-0.012424808810869513,0.010592725522031025,-0.1324154628141772,-0.06729874094264422,-0.04427745432434018,-0.08032237218229966,-0.030461404464798128,-0.004937371910318054,0.004918776373280948,-0.036562636793902925,-0.044016124750168806,-0.05427484268050093,-0.01128475188308661,-0.010897917916735519,-0.06319217581645165,-0.0014720163308289049,0.03145589270472178,0.0032521109810672265,0.027305062184073265,-0.3001965722783116,-0.06713472679798141,-0.09390345228026255,-0.01721719854869906,-0.022632395728249436,0.008328131038503673,-0.296282439432976,0.058807783543146426,-0.06309641629136246,-0.04899794872449483,-0.35820698867687134,-0.07859593354829816,0.001191032645278341,0.08305415253508108,0.08289890660424357,0.10103597070279438,-0.031787612014071945,0.03487152460761014,-0.11306469199995357
0.009161849187581662,0.0988372578803648,0.1013571779472242,0.0016274743031730757,1.0,0.07894469754735176,-0.02905200474095548,0.11451509713460264,0.28636852054577855,0.08977874296310559,0.045972618137806724,0.1615737457311312,-0.0029038751105951188,0.005530916445832809,-0.026928398562499345,-0.3729606381720804,0.004649392945534019,-0.11147185988313486,0.01568019221027331,-0.004646642539781737,0.012533052748245685,0.04005194861110137,0.02057467156436706,0.04545823882880221,0.04159244191572752,0.028016858176640718,-0.019108758015207426,-0.06903473280457582,-0.046583918889587586,-0.08154989611692855,-0.028566460741194732,-0.01974415453638307,-0.011377357812707952,-0.01993428573476701,-0.013320958074355332,-0.006653102315470857,-0.08217435494505007,-0.0043444489009173744,-0.33386284922985393,-0.0009984144539575564,-0.017747257925904165,-0.0005839795390284295,-0.005041225233617234,-0.02409616431469044,0.016941565836760212,-0.0376626557021999,0.0029542636961848432,0.02591655950440402,0.02580510430265498,-0.0015662711667243014,-0.02978468232707416,-0.31958936880578115,-0.10399592253474478
0.07172275760748924,0.1125929061632861,0.05616937117521882,0.010806794191875167,0.07894469754735176,1.0,-0.012861890708089041,0.19833477005808592,0.33907553992741724,0.2327425536346022,0.15767560956321283,0.19884866364309892,-0.01965981765467733,-0.00375988975790075,-0.3688476573892897,-0.04740561772368574,0.011991878864204275,-0.12354470554939781,-0.020133599651788056,-0.007853925086127983,-0.03792811888766896,0.03252056076452739,0.06358988955387118,0.08527366342975434,0.00786536247282451,-0.0026110036235893596,-0.04822730632453899,-0.05744853145968859,-0.029374215770497605,-0.09625316414089732,0.00456207770438059,-0.042179117663403834,-0.09598248137909071,-0.2649654896529931,-0.02554181650416737,-0.06203716292199046,-0.0834662299337174,-0.02843238180412156,-0.000979299227906492,-0.03861317523962064,-0.02822601258648627,0.003741096574257491,-0.06960122209125627,-0.013393859422333726,0.03574871217565909,-0.08793231093035568,0.0038945367816346924,0.023333335234083544,0.020319329007652903,0.011870991585852838,-0.3558161343227606,-0.031804891879118564,-0.14503646271352671
-0.031059218179981023,0.07185287343869934,0.029262884191538226,0.005200073454393386,-0.02905200474095548,-0.012861890708089041,1.0,0.13132206988827205,0.24932918569175178,0.12658070585578918,0.05463879379805352,0.14171541408541713,-0.03602133555999965,-0.3762675943643089,0.04860800723518887,0.015622696725416461,-0.008782900805529422,-0.09588890412079576,0.0018970983799285464,-0.04222857542453371,-0.0833910810893876,-0.0030227142777446967,0.015130720827400525,0.0448513257277565,-0.026226796843560527,-0.010177446446608944,-0.005646608828570104,0.007601183827638053,0.022829084120700158,-0.03213796060743106,0.0035003437113664297,-0.023132255442773385,-0.03889083603116444,0.020685477561975068,-0.023514681226104117,-0.05108778171939527,-0.07974601705255176,0.015634916782744965,0.007703232070975455,0.06015805959111439,-0.013675348434341247,-0.33717038187672344,-0.04371312610398001,-0.029884942383123766,0.042677357921341676,-0.08143271252295291,0.000892202106770748,-0.3216844848379115,-0.3236376649549086,0.026468934739506265,-0.040224407537693734,0.006154952759241876,-0.08381076561267793
0.16833597991380359,0.15376056437817542,0.11008387478506207,0.16524672630082024,0.11451509713460264,0.19833477005808592,0.13132206988827205,1.0,0.5179464357581504,0.36333666480068527,0.20828278950283216,0.89641124318043,0.20633091385637017,0.16208594867907264,0.15252787162965584,0.08912334840269583,0.05896291792001936,0.4752809091396813,0.0729329971133345,0.2200351292408702,0.3588624512395016,0.16071678104426096,0.14147758907180272,0.20738206209780657,0.08920932621616348,0.038813232152599915,-0.44421076121308944,-0.3912633068006382,-0.3630811094525016,-0.5360999533273163,-0.08241656762328922,-0.020163502086585454,-0.01457763992798135,-0.10622785329691403,-0.008066661666592185,-0.3083252129071787,-0.4924133022036094,-0.17524523992036817,-0.08055736117240374,-0.14798265129061008,-0.12893133226274453,-0.20373930517468702,-0.2139823451539969,-0.09716487617908007,-0.22300038364312164,-0.3153625909620241,0.005040982487863294,-0.10784176389010985,-0.10807081595951676,0.04333362305952968,-0.25618508949582813,-0.13573012691084027,-0.5417344726529189
0.36468777540835906,0.2719171967504177,0.1779891648196249,0.3265867223409419,0.28636852054577855,0.33907553992741724,0.24932918569175178,0.5179464357581504,1.0,0.5832819465488535,0.3304001906952465,0.5673398707366191,-0.0920821517157057,-0.09119810827205492,-0.12246523121375949,-0.11981901512370591,0.05597055218763957,-0.3857604848320065,-0.15176181797024196,-0.05658703859761708,-0.16689210780670083,0.05657305855755015,0.07259530802892614,0.12909652757937645,0.001168617169357167,-0.029285501404937832,-0.07252019219165334,-0.09418576094061927,-0.03510971697276959,-0.1835265863915685,-0.06981005164136464,-0.03458151715294195,-0.016117672291796833,-0.04786576626286872,-0.09763302990790113,-0.16340552599889063,-0.2774500129404326,-0.0801986418849233,-0.06522612617789436,-0.09710818394728886,-0.09965471067902791,-0.1029667396571464,-0.14329613299980398,-0.11531026079099556,-0.12191010123905821,-0.2210219827207131,0.00647296866428439,-0.06268670269927597,-0.06401408312710774,0.06644389899993235,-0.1646605360311776,-0.10856677320671151,-0.37586923311566106
0.12856320327007786,0.1592328087549548,0.07210217952930062,0.15280266869949977,0.08977874296310559,0.2327425536346022,0.12658070585578918,0.36333666480068527,0.5832819465488535,1.0,0.6025283872455459,0.3522321800234765,-0.0582164929692638,-0.0077882441095206536,-0.038891931619962336,-0.018096800523770773,0.008639168927692158,-0.20112879017436655,-0.09156103582452566,0.09381584279809342,0.12475848546637243,0.3952673044283412,0.31950193898840606,0.45493934184289897,0.37697745015992395,0.12667112241764808,-0.15122998848208252,-0.3405091438275951,-0.26804963340607346,-0.20225330248154877,-0.4153195535317377,-0.3517722726525388,-0.15182634135256512,-0.06759794251795986,-0.045652881043781464,0.07390993925027614,-0.18702301145624453,0.019623935164064073,-0.01464257613408128,-0.013276818137959738,-0.03168001077222478,-0.05526737580087673,0.005323776350973396,-0.02257555647934067,-0.05314497235145861,0.0652931442639745,0.009337555530828056,-0.05543608970206544,-0.06062050960443122,0.0477604301637076,-0.07910721072790723,-0.0610211687392239,-0.2191050762087616
